timestamp,master_and_slave,master_xor_slave,neither,1st Res Pair,2nd Res Pair,3rd Res Pair
2020-4-11T16:30:00.000Z,0,1,0,3,0,3
2020-4-11T16:31:00.000Z,0,1,0,3,0,3
2020-4-11T16:32:00.000Z,0,1,0,3,0,3
2020-4-11T16:33:00.000Z,0,1,0,3,0,3
2020-4-11T16:34:00.000Z,0,1,0,3,0,3
2020-4-11T16:35:00.000Z,0,1,0,3,0,2
2020-4-11T16:36:00.000Z,0,1,0,3,0,3
2020-4-11T16:37:00.000Z,0,1,0,3,0,3
2020-4-11T16:38:00.000Z,0,1,0,3,0,8
2020-4-11T16:39:00.000Z,0,1,0,3,0,3
2020-4-11T16:40:00.000Z,1,0,0,3,0,0
2020-4-11T16:41:00.000Z,0,1,0,3,0,3
2020-4-11T16:42:00.000Z,0,1,0,3,0,2
2020-4-11T16:43:00.000Z,1,0,0,3,0,0
2020-4-11T16:44:00.000Z,0,1,0,3,0,3
2020-4-11T16:45:00.000Z,1,0,0,3,0,0
2020-4-11T16:46:00.000Z,0,1,0,3,0,3
2020-4-11T16:47:00.000Z,0,1,0,3,0,3
2020-4-11T16:48:00.000Z,0,1,0,0,3,3
2020-4-11T16:49:00.000Z,0,1,0,0,3,3
2020-4-11T16:50:00.000Z,0,1,0,0,3,3
2020-4-11T16:51:00.000Z,0,1,0,0,3,8
2020-4-11T16:52:00.000Z,0,1,0,0,3,3
2020-4-11T16:53:00.000Z,0,1,0,0,3,8
2020-4-11T16:54:00.000Z,0,1,0,0,3,3
2020-4-11T16:55:00.000Z,0,1,0,0,3,3
2020-4-11T16:56:00.000Z,0,1,0,0,3,2
2020-4-11T16:57:00.000Z,0,1,0,0,3,3
2020-4-11T16:58:00.000Z,1,0,0,0,3,0
2020-4-11T16:59:00.000Z,0,1,0,0,3,3
2020-4-11T17:0:00.000Z,1,0,0,0,3,0
2020-4-11T17:1:00.000Z,1,0,0,0,3,0
2020-4-11T17:2:00.000Z,1,0,0,0,3,0
2020-4-11T17:3:00.000Z,1,0,0,0,3,0
2020-4-11T17:4:00.000Z,1,0,0,0,3,0
2020-4-11T17:5:00.000Z,1,0,0,0,3,0
2020-4-11T17:6:00.000Z,1,0,0,0,3,0
2020-4-11T17:7:00.000Z,1,0,0,0,3,0
2020-4-11T17:8:00.000Z,1,0,0,0,3,0
2020-4-11T17:9:00.000Z,1,0,0,0,3,0
2020-4-11T17:10:00.000Z,1,0,0,0,3,0
2020-4-11T17:11:00.000Z,1,0,0,0,3,0
2020-4-11T17:12:00.000Z,1,0,0,0,3,0
2020-4-11T17:13:00.000Z,1,0,0,0,3,0
2020-4-11T17:14:00.000Z,1,0,0,0,3,0
2020-4-11T17:15:00.000Z,1,0,0,0,3,0
2020-4-11T17:16:00.000Z,1,0,0,0,3,0
2020-4-11T17:17:00.000Z,1,0,0,0,3,0
2020-4-11T17:18:00.000Z,1,0,0,0,3,0
2020-4-11T17:19:00.000Z,1,0,0,0,3,0
2020-4-11T17:20:00.000Z,1,0,0,0,3,0
2020-4-11T17:21:00.000Z,1,0,0,0,3,0
2020-4-11T17:22:00.000Z,1,0,0,0,3,0
2020-4-11T17:23:00.000Z,1,0,0,0,0,3
2020-4-11T17:24:00.000Z,1,0,0,0,3,0
2020-4-11T17:25:00.000Z,1,0,0,0,0,3
2020-4-11T17:26:00.000Z,1,0,0,0,3,0
2020-4-11T17:27:00.000Z,1,0,0,0,3,0
2020-4-11T17:28:00.000Z,1,0,0,0,3,0
2020-4-11T17:29:00.000Z,1,0,0,0,0,3
2020-4-11T17:30:00.000Z,1,0,0,0,3,0
2020-4-11T17:31:00.000Z,1,0,0,0,3,0
2020-4-11T17:32:00.000Z,1,0,0,0,3,0
2020-4-11T17:33:00.000Z,1,0,0,0,3,0
2020-4-11T17:34:00.000Z,1,0,0,0,0,3
2020-4-11T17:35:00.000Z,1,0,0,0,3,0
2020-4-11T17:36:00.000Z,1,0,0,0,0,3
2020-4-11T17:37:00.000Z,1,0,0,0,3,0
2020-4-11T17:38:00.000Z,1,0,0,0,3,0
2020-4-11T17:39:00.000Z,1,0,0,0,3,0
2020-4-11T17:40:00.000Z,1,0,0,0,0,3
2020-4-11T17:41:00.000Z,1,0,0,0,0,3
2020-4-11T17:42:00.000Z,1,0,0,0,0,3
2020-4-11T17:43:00.000Z,1,0,0,0,0,3
2020-4-11T17:44:00.000Z,1,0,0,0,3,0
2020-4-11T17:45:00.000Z,1,0,0,0,0,3
2020-4-11T17:46:00.000Z,1,0,0,0,3,0
2020-4-11T17:47:00.000Z,1,0,0,0,3,0
2020-4-11T17:48:00.000Z,1,0,0,0,3,0
2020-4-11T17:49:00.000Z,1,0,0,0,3,0
2020-4-11T17:50:00.000Z,1,0,0,0,3,0
2020-4-11T17:51:00.000Z,1,0,0,0,3,0
2020-4-11T17:52:00.000Z,0,1,0,0,4,3
2020-4-11T17:53:00.000Z,0,1,0,0,4,3
2020-4-11T17:54:00.000Z,1,0,0,0,3,0
2020-4-11T17:55:00.000Z,1,0,0,0,3,0
2020-4-11T17:56:00.000Z,1,0,0,0,3,0
2020-4-11T17:57:00.000Z,1,0,0,0,3,0
2020-4-11T17:58:00.000Z,1,0,0,0,3,0
2020-4-11T17:59:00.000Z,1,0,0,0,0,3
2020-4-11T18:0:00.000Z,1,0,0,0,3,0
