timestamp,master_and_slave,master_xor_slave,neither,1st Res Pair,2nd Res Pair,3rd Res Pair
2020-4-9T1:37:00.000Z,0,1,0,3,0,8
2020-4-9T1:38:00.000Z,1,0,0,3,0,0
2020-4-9T1:39:00.000Z,1,0,0,3,0,0
2020-4-9T1:40:00.000Z,1,0,0,3,0,0
2020-4-9T1:41:00.000Z,0,1,0,3,0,8
2020-4-9T1:42:00.000Z,0,1,0,3,0,8
2020-4-9T1:43:00.000Z,0,1,0,3,0,8
2020-4-9T1:44:00.000Z,1,0,0,3,0,0
2020-4-9T1:45:00.000Z,0,1,0,3,0,2
2020-4-9T1:46:00.000Z,1,0,0,3,0,0
2020-4-9T1:47:00.000Z,1,0,0,3,0,0
2020-4-9T1:48:00.000Z,1,0,0,3,0,0
2020-4-9T1:49:00.000Z,0,1,0,0,3,8
2020-4-9T1:50:00.000Z,0,1,0,3,0,8
2020-4-9T1:51:00.000Z,0,1,0,3,0,1
2020-4-9T1:52:00.000Z,0,1,0,3,0,8
2020-4-9T1:53:00.000Z,0,1,0,3,0,1
2020-4-9T1:54:00.000Z,0,1,0,3,0,8
2020-4-9T1:55:00.000Z,0,1,0,3,0,6
2020-4-9T1:56:00.000Z,0,1,0,1,3,0
2020-4-9T1:57:00.000Z,0,1,0,1,3,0
2020-4-9T1:58:00.000Z,0,1,0,1,3,0
2020-4-9T1:59:00.000Z,0,1,0,1,3,0
2020-4-9T2:0:00.000Z,0,1,0,1,0,3
2020-4-9T2:1:00.000Z,0,1,0,1,3,0
2020-4-9T2:2:00.000Z,0,1,0,1,3,0
2020-4-9T2:3:00.000Z,0,1,0,1,3,0
2020-4-9T2:4:00.000Z,0,0,1,1,3,1
2020-4-9T2:5:00.000Z,0,0,1,1,3,1
2020-4-9T2:6:00.000Z,0,1,0,1,3,0
2020-4-9T2:7:00.000Z,0,0,1,3,1,1
2020-4-9T2:8:00.000Z,0,0,1,1,3,1
2020-4-9T2:9:00.000Z,0,0,1,1,3,1
2020-4-9T2:10:00.000Z,0,0,1,1,1,3
2020-4-9T2:11:00.000Z,0,0,1,1,3,1
2020-4-9T2:12:00.000Z,0,1,0,1,3,0
2020-4-9T2:13:00.000Z,0,0,1,1,3,1
2020-4-9T2:14:00.000Z,0,1,0,1,3,0
2020-4-9T2:15:00.000Z,0,1,0,1,3,0
2020-4-9T2:16:00.000Z,0,1,0,1,3,0
2020-4-9T2:17:00.000Z,0,1,0,1,3,0
2020-4-9T2:18:00.000Z,0,1,0,1,3,0
2020-4-9T2:19:00.000Z,0,1,0,1,3,0
2020-4-9T2:20:00.000Z,0,1,0,1,3,0
2020-4-9T2:21:00.000Z,0,1,0,1,3,0
2020-4-9T2:22:00.000Z,0,1,0,1,3,0
2020-4-9T2:23:00.000Z,0,1,0,0,1,3
2020-4-9T2:24:00.000Z,0,1,0,1,3,0
2020-4-9T2:25:00.000Z,0,1,0,1,3,0
2020-4-9T2:26:00.000Z,0,1,0,0,3,1
2020-4-9T2:27:00.000Z,0,1,0,3,1,0
2020-4-9T2:28:00.000Z,0,1,0,0,3,1
2020-4-9T2:29:00.000Z,0,1,0,0,3,1
2020-4-9T2:30:00.000Z,0,1,0,3,1,0
2020-4-9T2:31:00.000Z,0,1,0,1,3,0
2020-4-9T2:32:00.000Z,0,1,0,3,1,0
2020-4-9T2:33:00.000Z,0,1,0,1,3,0
2020-4-9T2:34:00.000Z,0,0,1,3,1,1
2020-4-9T2:35:00.000Z,0,1,0,3,0,1
2020-4-9T2:36:00.000Z,0,1,0,3,0,1
2020-4-9T2:37:00.000Z,0,1,0,3,1,0
2020-4-9T2:38:00.000Z,0,1,0,3,0,1
2020-4-9T2:39:00.000Z,0,1,0,3,0,1
2020-4-9T2:40:00.000Z,0,1,0,3,0,7
2020-4-9T2:41:00.000Z,0,1,0,3,0,1
2020-4-9T2:42:00.000Z,0,1,0,0,3,1
2020-4-9T2:43:00.000Z,0,1,0,3,0,1
2020-4-9T2:44:00.000Z,0,1,0,3,0,1
2020-4-9T2:45:00.000Z,0,1,0,3,0,1
2020-4-9T2:46:00.000Z,0,1,0,3,1,0
2020-4-9T2:47:00.000Z,0,1,0,3,1,0
2020-4-9T2:48:00.000Z,0,1,0,3,0,1
2020-4-9T2:49:00.000Z,0,1,0,3,0,1
2020-4-9T2:50:00.000Z,0,1,0,0,3,1
2020-4-9T2:51:00.000Z,0,1,0,3,1,0
2020-4-9T2:52:00.000Z,0,1,0,0,3,1
2020-4-9T2:53:00.000Z,0,1,0,3,1,0
2020-4-9T2:54:00.000Z,0,1,0,1,3,0
2020-4-9T2:55:00.000Z,0,1,0,3,1,0
2020-4-9T2:56:00.000Z,0,1,0,0,1,3
2020-4-9T2:57:00.000Z,0,1,0,0,3,1
2020-4-9T2:58:00.000Z,0,1,0,3,0,1
2020-4-9T2:59:00.000Z,0,1,0,3,0,1
2020-4-9T3:0:00.000Z,0,1,0,3,1,0
2020-4-9T3:1:00.000Z,0,1,0,3,0,1
2020-4-9T3:2:00.000Z,0,1,0,0,1,3
2020-4-9T3:3:00.000Z,0,1,0,3,1,0
2020-4-9T3:4:00.000Z,0,1,0,3,0,1
2020-4-9T3:5:00.000Z,0,1,0,3,0,1
2020-4-9T3:6:00.000Z,0,1,0,3,0,1
2020-4-9T3:7:00.000Z,0,1,0,3,1,0
2020-4-9T3:8:00.000Z,0,1,0,3,1,0
2020-4-9T3:9:00.000Z,0,0,1,3,1,7
2020-4-9T3:10:00.000Z,0,0,1,3,1,1
2020-4-9T3:11:00.000Z,0,0,1,3,1,6
2020-4-9T3:12:00.000Z,0,0,1,3,1,6
2020-4-9T3:13:00.000Z,0,0,1,3,1,6
2020-4-9T3:14:00.000Z,0,0,1,1,3,6
2020-4-9T3:15:00.000Z,0,0,1,3,1,6
2020-4-9T3:16:00.000Z,0,1,0,3,1,0
2020-4-9T3:17:00.000Z,0,1,0,3,1,0
2020-4-9T3:18:00.000Z,0,1,0,3,0,1
2020-4-9T3:19:00.000Z,0,1,0,0,4,1
2020-4-9T3:20:00.000Z,0,1,0,0,4,7
2020-4-9T3:21:00.000Z,0,1,0,0,4,7
2020-4-9T3:22:00.000Z,0,1,0,0,7,1
2020-4-9T3:23:00.000Z,0,1,0,0,7,1
2020-4-9T3:24:00.000Z,0,1,0,7,0,1
2020-4-9T3:25:00.000Z,0,0,1,7,4,1
2020-4-9T3:26:00.000Z,0,0,1,1,7,4
2020-4-9T3:27:00.000Z,0,0,1,1,7,4
2020-4-9T3:28:00.000Z,0,0,1,4,7,1
2020-4-9T3:29:00.000Z,0,0,1,4,7,1
2020-4-9T3:30:00.000Z,0,0,1,4,7,1
2020-4-9T3:31:00.000Z,0,0,1,7,4,1
2020-4-9T3:32:00.000Z,0,0,1,7,1,3
2020-4-9T3:33:00.000Z,0,1,0,1,0,8
2020-4-9T3:34:00.000Z,0,1,0,1,0,3
2020-4-9T3:35:00.000Z,0,1,0,1,0,3
2020-4-9T3:36:00.000Z,0,1,0,1,0,3
2020-4-9T3:37:00.000Z,0,1,0,1,0,8
2020-4-9T3:38:00.000Z,0,1,0,1,0,3
2020-4-9T3:39:00.000Z,0,1,0,1,0,3
2020-4-9T3:40:00.000Z,0,0,1,1,3,7
2020-4-9T3:41:00.000Z,0,0,1,1,8,3
2020-4-9T3:42:00.000Z,0,0,1,1,8,3
2020-4-9T3:43:00.000Z,0,0,1,1,3,7
2020-4-9T3:44:00.000Z,0,0,1,1,3,4
2020-4-9T3:45:00.000Z,0,0,1,1,3,7
2020-4-9T3:46:00.000Z,0,0,1,1,3,7
2020-4-9T3:47:00.000Z,0,1,0,1,4,0
2020-4-9T3:48:00.000Z,0,0,1,1,7,4
2020-4-9T3:49:00.000Z,0,0,1,1,4,7
2020-4-9T3:50:00.000Z,0,0,1,1,4,7
2020-4-9T3:51:00.000Z,0,0,1,1,4,7
2020-4-9T3:52:00.000Z,0,0,1,1,4,7
2020-4-9T3:53:00.000Z,0,0,1,1,4,7
2020-4-9T3:54:00.000Z,0,0,1,1,7,4
2020-4-9T3:55:00.000Z,0,0,1,1,4,7
2020-4-9T3:56:00.000Z,0,0,1,4,7,1
2020-4-9T3:57:00.000Z,0,0,1,7,4,1
2020-4-9T3:58:00.000Z,0,0,1,7,4,1
2020-4-9T3:59:00.000Z,0,0,1,4,7,1
2020-4-9T4:0:00.000Z,0,0,1,7,4,1
2020-4-9T4:1:00.000Z,0,0,1,7,4,1
2020-4-9T4:2:00.000Z,0,0,1,7,4,1
2020-4-9T4:3:00.000Z,0,0,1,7,4,1
2020-4-9T4:4:00.000Z,0,0,1,7,4,1
2020-4-9T4:5:00.000Z,0,0,1,7,4,1
2020-4-9T4:6:00.000Z,0,0,1,7,4,1
2020-4-9T4:7:00.000Z,0,0,1,7,4,1
2020-4-9T4:8:00.000Z,0,0,1,7,1,4
2020-4-9T4:9:00.000Z,0,0,1,7,4,1
2020-4-9T4:10:00.000Z,0,0,1,7,4,1
2020-4-9T4:11:00.000Z,0,0,1,7,4,1
2020-4-9T4:12:00.000Z,0,0,1,7,4,1
2020-4-9T4:13:00.000Z,0,0,1,7,4,1
2020-4-9T4:14:00.000Z,0,0,1,7,4,1
2020-4-9T4:15:00.000Z,0,0,1,7,4,1
2020-4-9T4:16:00.000Z,0,0,1,7,4,1
2020-4-9T4:17:00.000Z,0,0,1,1,7,8
2020-4-9T4:18:00.000Z,0,1,0,1,0,8
2020-4-9T4:19:00.000Z,0,1,0,1,0,8
2020-4-9T4:20:00.000Z,0,1,0,0,1,7
2020-4-9T4:21:00.000Z,0,1,0,1,0,3
2020-4-9T4:22:00.000Z,0,1,0,1,0,3
2020-4-9T4:23:00.000Z,0,1,0,0,1,3
2020-4-9T4:24:00.000Z,0,1,0,0,1,3
2020-4-9T4:25:00.000Z,0,1,0,0,1,3
2020-4-9T4:26:00.000Z,0,1,0,1,0,3
