timestamp,master_and_slave,master_xor_slave,neither,1st Res Pair,2nd Res Pair,3rd Res Pair
2020-4-9T0:29:00.000Z,1,0,0,0,3,0
2020-4-9T0:30:00.000Z,1,0,0,0,3,0
2020-4-9T0:31:00.000Z,0,1,0,0,3,8
2020-4-9T0:32:00.000Z,0,1,0,0,3,3
2020-4-9T0:33:00.000Z,1,0,0,3,0,0
2020-4-9T0:34:00.000Z,1,0,0,3,0,0
2020-4-9T0:35:00.000Z,1,0,0,3,0,0
2020-4-9T0:36:00.000Z,1,0,0,0,3,0
2020-4-9T0:37:00.000Z,1,0,0,3,0,0
2020-4-9T0:38:00.000Z,1,0,0,0,3,0
2020-4-9T0:39:00.000Z,1,0,0,0,3,0
2020-4-9T0:40:00.000Z,1,0,0,0,0,3
2020-4-9T0:41:00.000Z,1,0,0,3,0,0
2020-4-9T0:42:00.000Z,1,0,0,0,3,0
2020-4-9T0:43:00.000Z,1,0,0,3,0,0
2020-4-9T0:44:00.000Z,1,0,0,3,0,0
2020-4-9T0:45:00.000Z,1,0,0,3,0,0
2020-4-9T0:46:00.000Z,1,0,0,3,0,0
2020-4-9T0:47:00.000Z,1,0,0,3,0,0
2020-4-9T0:48:00.000Z,1,0,0,3,0,0
2020-4-9T0:49:00.000Z,1,0,0,3,0,0
2020-4-9T0:50:00.000Z,1,0,0,3,0,0
2020-4-9T0:51:00.000Z,1,0,0,3,0,0
2020-4-9T0:52:00.000Z,1,0,0,3,0,0
2020-4-9T0:53:00.000Z,1,0,0,3,0,0
2020-4-9T0:54:00.000Z,0,1,0,3,0,1
2020-4-9T0:55:00.000Z,1,0,0,3,0,0
2020-4-9T0:56:00.000Z,1,0,0,3,0,0
2020-4-9T0:57:00.000Z,1,0,0,3,0,0
2020-4-9T0:58:00.000Z,1,0,0,3,0,0
2020-4-9T0:59:00.000Z,1,0,0,3,0,0
2020-4-9T1:0:00.000Z,1,0,0,3,0,0
2020-4-9T1:1:00.000Z,1,0,0,3,0,0
2020-4-9T1:2:00.000Z,1,0,0,3,0,0
2020-4-9T1:3:00.000Z,1,0,0,3,0,0
2020-4-9T1:4:00.000Z,0,1,0,3,0,8
2020-4-9T1:5:00.000Z,1,0,0,3,0,0
2020-4-9T1:6:00.000Z,1,0,0,3,0,0
2020-4-9T1:7:00.000Z,1,0,0,3,0,0
2020-4-9T1:8:00.000Z,1,0,0,3,0,0
2020-4-9T1:9:00.000Z,1,0,0,3,0,0
2020-4-9T1:10:00.000Z,1,0,0,3,0,0
2020-4-9T1:11:00.000Z,1,0,0,3,0,0
2020-4-9T1:12:00.000Z,1,0,0,3,0,0
2020-4-9T1:13:00.000Z,1,0,0,3,0,0
2020-4-9T1:14:00.000Z,1,0,0,3,0,0
2020-4-9T1:15:00.000Z,1,0,0,3,0,0
2020-4-9T1:16:00.000Z,1,0,0,3,0,0
2020-4-9T1:17:00.000Z,1,0,0,3,0,0
2020-4-9T1:18:00.000Z,1,0,0,3,0,0
2020-4-9T1:19:00.000Z,1,0,0,3,0,0
2020-4-9T1:20:00.000Z,1,0,0,3,0,0
2020-4-9T1:21:00.000Z,0,1,0,3,0,1
2020-4-9T1:22:00.000Z,1,0,0,3,0,0
2020-4-9T1:23:00.000Z,0,1,0,3,0,1
2020-4-9T1:24:00.000Z,0,1,0,3,0,8
2020-4-9T1:25:00.000Z,1,0,0,3,0,0
2020-4-9T1:26:00.000Z,0,1,0,3,0,1
2020-4-9T1:27:00.000Z,0,1,0,3,0,8
2020-4-9T1:28:00.000Z,0,1,0,3,0,1
2020-4-9T1:29:00.000Z,0,1,0,3,0,3
2020-4-9T1:30:00.000Z,1,0,0,3,0,0
2020-4-9T1:31:00.000Z,0,1,0,3,0,8
2020-4-9T1:32:00.000Z,0,1,0,3,0,8
2020-4-9T1:33:00.000Z,0,1,0,3,0,8
2020-4-9T1:34:00.000Z,0,1,0,3,0,1
2020-4-9T1:35:00.000Z,0,1,0,3,0,8
2020-4-9T1:36:00.000Z,0,1,0,3,0,8
