timestamp,master_and_slave,master_xor_slave,neither,1st Res Pair,2nd Res Pair,3rd Res Pair
2020-4-13T4:8:00.000Z,0,1,0,3,0,3
2020-4-13T4:9:00.000Z,0,1,0,3,0,7
2020-4-13T4:10:00.000Z,0,1,0,3,0,4
2020-4-13T4:11:00.000Z,0,1,0,3,0,3
2020-4-13T4:12:00.000Z,0,1,0,3,0,4
2020-4-13T4:13:00.000Z,0,1,0,3,0,3
2020-4-13T4:14:00.000Z,0,1,0,3,0,4
2020-4-13T4:15:00.000Z,0,1,0,3,0,3
2020-4-13T4:16:00.000Z,0,1,0,3,3,0
2020-4-13T4:17:00.000Z,0,1,0,3,0,3
2020-4-13T4:18:00.000Z,0,1,0,3,0,3
2020-4-13T4:19:00.000Z,0,1,0,3,0,3
2020-4-13T4:20:00.000Z,0,1,0,3,0,2
2020-4-13T4:21:00.000Z,0,1,0,3,0,1
2020-4-13T4:22:00.000Z,0,1,0,3,0,3
2020-4-13T4:23:00.000Z,1,0,0,3,0,0
2020-4-13T4:24:00.000Z,0,1,0,3,0,3
2020-4-13T4:25:00.000Z,0,1,0,3,0,3
2020-4-13T4:26:00.000Z,0,1,0,3,0,3
2020-4-13T4:27:00.000Z,0,1,0,3,0,1
2020-4-13T4:28:00.000Z,0,1,0,3,0,1
2020-4-13T4:29:00.000Z,0,1,0,3,0,3
2020-4-13T4:30:00.000Z,0,1,0,3,0,3
2020-4-13T4:31:00.000Z,1,0,0,3,0,0
2020-4-13T4:32:00.000Z,1,0,0,3,0,0
2020-4-13T4:33:00.000Z,1,0,0,0,3,0
2020-4-13T4:34:00.000Z,1,0,0,0,3,0
2020-4-13T4:35:00.000Z,1,0,0,0,3,0
2020-4-13T4:36:00.000Z,1,0,0,0,0,3
2020-4-13T4:37:00.000Z,1,0,0,0,0,3
2020-4-13T4:38:00.000Z,1,0,0,0,0,3
2020-4-13T4:39:00.000Z,1,0,0,0,3,0
2020-4-13T4:40:00.000Z,1,0,0,0,0,3
2020-4-13T4:41:00.000Z,1,0,0,0,0,3
