timestamp,master_and_slave,master_xor_slave,neither,1st Res Pair,2nd Res Pair,3rd Res Pair
2020-4-11T12:38:00.000Z,0,1,0,3,0,3
2020-4-11T12:39:00.000Z,0,1,0,3,0,3
2020-4-11T12:40:00.000Z,1,0,0,3,0,0
2020-4-11T12:41:00.000Z,0,1,0,3,0,3
2020-4-11T12:42:00.000Z,0,1,0,3,0,3
2020-4-11T12:43:00.000Z,0,1,0,3,0,3
2020-4-11T12:44:00.000Z,1,0,0,3,0,0
2020-4-11T12:45:00.000Z,1,0,0,3,0,0
2020-4-11T12:46:00.000Z,0,1,0,3,0,3
2020-4-11T12:47:00.000Z,0,1,0,3,0,3
2020-4-11T12:48:00.000Z,0,1,0,3,0,3
2020-4-11T12:49:00.000Z,0,1,0,3,3,0
2020-4-11T12:50:00.000Z,1,0,0,3,0,0
2020-4-11T12:51:00.000Z,1,0,0,3,0,0
2020-4-11T12:52:00.000Z,0,1,0,3,0,3
2020-4-11T12:53:00.000Z,0,1,0,3,0,1
2020-4-11T12:54:00.000Z,0,1,0,3,3,0
2020-4-11T12:55:00.000Z,1,0,0,3,0,0
2020-4-11T12:56:00.000Z,0,1,0,3,0,3
2020-4-11T12:57:00.000Z,0,1,0,3,0,3
2020-4-11T12:58:00.000Z,0,1,0,3,0,3
2020-4-11T12:59:00.000Z,0,1,0,0,3,3
2020-4-11T13:0:00.000Z,0,1,0,0,3,3
2020-4-11T13:1:00.000Z,1,0,0,0,3,0
2020-4-11T13:2:00.000Z,0,1,0,0,3,2
2020-4-11T13:3:00.000Z,0,1,0,0,3,3
2020-4-11T13:4:00.000Z,1,0,0,0,0,3
2020-4-11T13:5:00.000Z,1,0,0,0,0,3
2020-4-11T13:6:00.000Z,1,0,0,0,0,3
2020-4-11T13:7:00.000Z,1,0,0,0,3,0
