timestamp,master_and_slave,master_xor_slave,neither,1st Res Pair,2nd Res Pair,3rd Res Pair
2020-4-13T5:37:00.000Z,0,1,0,3,0,3
2020-4-13T5:38:00.000Z,0,1,0,3,0,3
2020-4-13T5:39:00.000Z,0,1,0,3,0,7
2020-4-13T5:40:00.000Z,0,1,0,3,0,3
2020-4-13T5:41:00.000Z,0,1,0,3,0,3
2020-4-13T5:42:00.000Z,0,1,0,3,0,3
2020-4-13T5:43:00.000Z,0,1,0,3,0,7
2020-4-13T5:44:00.000Z,0,1,0,3,0,3
2020-4-13T5:45:00.000Z,0,1,0,3,0,3
2020-4-13T5:46:00.000Z,0,1,0,3,0,3
2020-4-13T5:47:00.000Z,0,1,0,3,0,3
2020-4-13T5:48:00.000Z,0,1,0,3,0,3
2020-4-13T5:49:00.000Z,0,1,0,3,0,3
2020-4-13T5:50:00.000Z,0,1,0,3,0,3
2020-4-13T5:51:00.000Z,0,1,0,3,0,3
2020-4-13T5:52:00.000Z,0,1,0,3,0,3
2020-4-13T5:53:00.000Z,0,1,0,3,0,3
2020-4-13T5:54:00.000Z,0,1,0,3,0,3
2020-4-13T5:55:00.000Z,0,1,0,3,0,3
2020-4-13T5:56:00.000Z,0,1,0,3,0,4
2020-4-13T5:57:00.000Z,0,1,0,3,0,3
2020-4-13T5:58:00.000Z,0,1,0,3,0,3
2020-4-13T5:59:00.000Z,1,0,0,3,0,0
2020-4-13T6:0:00.000Z,0,1,0,3,0,3
2020-4-13T6:1:00.000Z,0,1,0,3,0,3
2020-4-13T6:2:00.000Z,0,1,0,3,0,3
2020-4-13T6:3:00.000Z,0,1,0,3,0,3
2020-4-13T6:4:00.000Z,1,0,0,3,0,0
2020-4-13T6:5:00.000Z,1,0,0,3,0,0
2020-4-13T6:6:00.000Z,1,0,0,3,0,0
2020-4-13T6:7:00.000Z,1,0,0,0,3,0
2020-4-13T6:8:00.000Z,1,0,0,0,3,0
2020-4-13T6:9:00.000Z,1,0,0,0,3,0
2020-4-13T6:10:00.000Z,1,0,0,0,3,0
2020-4-13T6:11:00.000Z,1,0,0,0,0,3
2020-4-13T6:12:00.000Z,1,0,0,0,0,3
2020-4-13T6:13:00.000Z,1,0,0,0,0,3
2020-4-13T6:14:00.000Z,1,0,0,0,0,3
2020-4-13T6:15:00.000Z,1,0,0,0,0,3
2020-4-13T6:16:00.000Z,1,0,0,0,0,3
2020-4-13T6:17:00.000Z,1,0,0,0,0,3
2020-4-13T6:18:00.000Z,1,0,0,0,3,0
2020-4-13T6:19:00.000Z,1,0,0,0,3,0
2020-4-13T6:20:00.000Z,1,0,0,0,3,0
2020-4-13T6:21:00.000Z,1,0,0,0,3,0
2020-4-13T6:22:00.000Z,1,0,0,0,3,0
2020-4-13T6:23:00.000Z,1,0,0,0,3,0
2020-4-13T6:24:00.000Z,1,0,0,0,0,3
2020-4-13T6:25:00.000Z,1,0,0,0,0,3
2020-4-13T6:26:00.000Z,1,0,0,0,0,3
2020-4-13T6:27:00.000Z,1,0,0,0,0,3
2020-4-13T6:28:00.000Z,1,0,0,0,3,0
2020-4-13T6:29:00.000Z,1,0,0,0,3,0
2020-4-13T6:30:00.000Z,1,0,0,0,3,0
2020-4-13T6:31:00.000Z,1,0,0,3,0,0
2020-4-13T6:32:00.000Z,1,0,0,3,0,0
2020-4-13T6:33:00.000Z,1,0,0,3,0,0
2020-4-13T6:34:00.000Z,1,0,0,3,0,0
2020-4-13T6:35:00.000Z,1,0,0,3,0,0
2020-4-13T6:36:00.000Z,1,0,0,3,0,0
2020-4-13T6:37:00.000Z,1,0,0,0,3,0
2020-4-13T6:38:00.000Z,1,0,0,3,0,0
2020-4-13T6:39:00.000Z,1,0,0,3,0,0
2020-4-13T6:40:00.000Z,1,0,0,0,3,0
2020-4-13T6:41:00.000Z,1,0,0,0,0,3
2020-4-13T6:42:00.000Z,1,0,0,0,3,0
2020-4-13T6:43:00.000Z,1,0,0,0,3,0
2020-4-13T6:44:00.000Z,1,0,0,0,0,3
2020-4-13T6:45:00.000Z,1,0,0,0,0,3
2020-4-13T6:46:00.000Z,1,0,0,0,0,3
2020-4-13T6:47:00.000Z,1,0,0,0,0,3
2020-4-13T6:48:00.000Z,1,0,0,0,0,3
2020-4-13T6:49:00.000Z,1,0,0,0,0,3
2020-4-13T6:50:00.000Z,1,0,0,0,0,3
2020-4-13T6:51:00.000Z,1,0,0,0,0,3
2020-4-13T6:52:00.000Z,1,0,0,0,0,3
2020-4-13T6:53:00.000Z,1,0,0,0,0,3
2020-4-13T6:54:00.000Z,1,0,0,0,0,3
2020-4-13T6:55:00.000Z,1,0,0,0,0,3
2020-4-13T6:56:00.000Z,1,0,0,0,0,3
2020-4-13T6:57:00.000Z,1,0,0,0,0,3
2020-4-13T6:58:00.000Z,1,0,0,0,0,3
2020-4-13T6:59:00.000Z,1,0,0,0,0,3
2020-4-13T7:0:00.000Z,1,0,0,0,0,3
2020-4-13T7:1:00.000Z,1,0,0,0,0,3
2020-4-13T7:2:00.000Z,1,0,0,0,3,0
2020-4-13T7:3:00.000Z,1,0,0,0,0,3
2020-4-13T7:4:00.000Z,1,0,0,0,0,3
2020-4-13T7:5:00.000Z,1,0,0,0,0,3
2020-4-13T7:6:00.000Z,1,0,0,0,0,3
2020-4-13T7:7:00.000Z,1,0,0,0,0,3
2020-4-13T7:8:00.000Z,1,0,0,0,3,0
2020-4-13T7:9:00.000Z,1,0,0,0,3,0
2020-4-13T7:10:00.000Z,1,0,0,0,3,0
2020-4-13T7:11:00.000Z,1,0,0,0,3,0
2020-4-13T7:12:00.000Z,1,0,0,0,3,0
2020-4-13T7:13:00.000Z,1,0,0,0,3,0
2020-4-13T7:14:00.000Z,1,0,0,0,3,0
2020-4-13T7:15:00.000Z,1,0,0,0,3,0
2020-4-13T7:16:00.000Z,1,0,0,0,0,3
2020-4-13T7:17:00.000Z,1,0,0,0,0,3
2020-4-13T7:18:00.000Z,1,0,0,0,3,0
2020-4-13T7:19:00.000Z,1,0,0,0,0,3
2020-4-13T7:20:00.000Z,1,0,0,0,3,0
2020-4-13T7:21:00.000Z,1,0,0,0,0,3
2020-4-13T7:22:00.000Z,1,0,0,0,3,0
2020-4-13T7:23:00.000Z,1,0,0,0,0,3
2020-4-13T7:24:00.000Z,1,0,0,0,0,3
2020-4-13T7:25:00.000Z,1,0,0,0,0,3
2020-4-13T7:26:00.000Z,1,0,0,0,0,3
2020-4-13T7:27:00.000Z,1,0,0,0,0,3
2020-4-13T7:28:00.000Z,1,0,0,0,0,3
2020-4-13T7:29:00.000Z,1,0,0,0,0,3
2020-4-13T7:30:00.000Z,1,0,0,0,0,3
2020-4-13T7:31:00.000Z,1,0,0,0,0,3
2020-4-13T7:32:00.000Z,1,0,0,0,3,0
